title,review,review_date,travel_date,airline,rate
My worst flight,"In Bangkok I was impressed with the service they were all kind to me and treated me with respect. Then I got to Bangladesh and had a layover. The people in Biman treated me with indifference and then overcharged me for my visa and my hotel, which on each of them they said they would take care of. However the price I paid more for the visa was more than the actual visa, (even the receipt he gave me had a lower price on it) and the hotel was outrageously expensive, especially considering that it was a bug infested hotel (bed bugs, mosquitos and cockroaches). The next day I found myself dealing with indifferent Biman agents. (They treated me with indifference however some individuals from other countries they were downright rude to.) On arrival in Kathmandu we were just flying in circles and circles, which I guess is common for Kathmandu, however there was no announcement made as to why. After 20 min of flying in circles I asked the flight attendant what was going on. She just smiled and said, ""Why would be flying in circles, and walked away."" At that point I thought there was major problems with the plane, but we eventually landed. The landing was the roughest landing I ever had. I heard several people say ""I think there is a problem"". When we stopped there was an applause, we survived. The problem wasn't flying in circles, or the rough landing. The problem was the lack of communication so that we had no idea what was going on.Between corruption of the Biman agents in Bangladesh and the awful plane ride, I will not be flying with Biman again.","Reviewed July 3, 2016 ",Date of travel: July 2016,Biman_Bangladesh_Airlines,1 of 5 bubbles
mosquitos on board,"The Dhaka airport located in a swamp and as a result is full of mosquitos, both outside and inside the terminal. As a result, the airplanes are full of mosquitos. I could not determine whether or not they are malarial. Any plane flying through Dhaka will have this problem. I will never again fly through Dhaka, or on a plane that has been in Dhaka. The multiple attempts at spraying reduce the quantity only somewhat. This is certainly unacceptable for any flight.","Reviewed July 2, 2016 ",Date of travel: March 2016,Biman_Bangladesh_Airlines,1 of 5 bubbles
An Excellent Flight,I was simply pleased with the improvement done by Biman.Their maintenance was amazing and the 777 was very good to fly with.The food was delicious and in flight services and the entertainment was very good.I suggest people to fly Biman as I was very impressed with my own experience and their quality is improving day by day.The air hostess on board were very kind and helpful and the aircraft was absolutely cleaned including the toilets.I am have also read their reviews in other sites and majority of the people seems to agree with me.,"Reviewed June 25, 2016 ",Date of travel: April 2016,Biman_Bangladesh_Airlines,5 of 5 bubbles
Not really enjoyable,Everything was ok until the Birman crew came. If you ask them to do something they are not pleased.. It's just like someone force them to work,"Reviewed June 23, 2016 ",Date of travel: March 2016,Biman_Bangladesh_Airlines,3 of 5 bubbles
A business tour,I was pleased with Biman Bangladesh's service. Staffs were friendly and their service was just surprising beyond my imagination. They deliver traditional food and taste is good. It was our business trip with some other person. In a word it is value for money. Hope to fly with Biman again.,"Reviewed June 17, 2016 ",Date of travel: July 2015,Biman_Bangladesh_Airlines,4 of 5 bubbles
Enjoy with simplicity,I am pleased with the service that they offered. Based upon the price we are paying it is ok. Still the service level can be improved to meet the expectation of all passengers. Different culture and nation expect different level of service. But the food they served is tasty and healthy. Arrival & departure time was maintained.,"Reviewed June 1, 2016 ",Date of travel: April 2016,Biman_Bangladesh_Airlines,5 of 5 bubbles
Still improvement needed,"The only advantage is that you can fly direct to Sylhet and that's it.The planes are a big improvement but still poorly maintained during the flight. The toilets are dirty but I blame the passengers for the mess firstly and staff for not cleaning during the flight. Customer service getting better but still poor. Inflight entertainment also getting better but need to keep up to date with the latest movies. Meals are still poor.The return flight back to London is the worse. Most cases they change your flight and force you to stay and terrible hotels overnight. Then you have to do immigration again and the officers are the rudest around and not to mention want ""tips"" to even get a stamp in your passport!","Reviewed May 31, 2016 ",Date of travel: January 2016,Biman_Bangladesh_Airlines,2 of 5 bubbles
Pleasently surprized,"I was unable to take the Jet Airways flight due to timing of the return flight. So, decided to take Biman Airways for the first time. It was a pleasant surprise. The seats are clean, we have in-flight entertainment of movies, touch-screen-based side views, front view. It shows the landing zone etc. Their aircrafts are also new. Food was just ok","Reviewed May 17, 2016 ",Date of travel: May 2016,Biman_Bangladesh_Airlines,5 of 5 bubbles
Flying from Kolkata to Yangon with Dhaka stopover,"Flying from Kolkata to Yangon ( Myanmar) via Dhaka (Bangladesh) was just about comfortable.The aircraft was reasonably clean and quick bites served on board was ok.Only major issue was mosquitos ,mosquitos and more mosquitos inside the aircraft prior to evening take off from Dhaka to Kolkata. Also the boarding process and transit boarding was messy.But value for money considering the fact that other airlines for these sectors were expensive.","Reviewed May 16, 2016 ",Date of travel: March 2016,Biman_Bangladesh_Airlines,4 of 5 bubbles
Old Aircraft,"The Airline flying with old type aircraft for this short 50 minutes International flight. But I was happy with the issue that, they have agreed to allow me extra 8 kilograms luggage without any extra charge.","Reviewed May 14, 2016 ",Date of travel: May 2016,Biman_Bangladesh_Airlines,3 of 5 bubbles
Biman Bangladesh,Had to go to Dhaka for business trip via Biman Bangladesh. Very poor and unprofessional service. No time maintenance. Will always advice to avoid this airline.,"Reviewed April 27, 2016 ",Date of travel: January 2016,Biman_Bangladesh_Airlines,2 of 5 bubbles
Not as bad as people say,"I have heard horrible stories about Biman including delays, poor service etc. My flight to and from Bangkok was actually pleasant. I did not find anything to complain about.One area they can improve is adding more content to the in-flight entertainment.","Reviewed April 27, 2016 ",Date of travel: February 2016,Biman_Bangladesh_Airlines,3 of 5 bubbles
not so good plane with excellent customer service,"The plane interior was old and not well maintained; no leg room, narrow seats and the flight was soooooo delayed (like 3 hours or more) that i had to literally run to catch my return flight. But to my surprise the food taste good (or i'm just hungry). What I only like on this flight was the very accommodating, helpful and super nice crews that assist you in every way during and after flight; they are always smiling and asking you if you need something. They are very nice and and treats all passenger in the same manner.... the plane was really uncomfortable but the flight attendants made the flight bearable and pleasant....","Reviewed April 10, 2016 ",Date of travel: April 2016,Biman_Bangladesh_Airlines,3 of 5 bubbles
